Application ID,Program Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS202388,Business Basics Round 2,Octopus Dive,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202392,Business Basics Round 2,Newman International,BURDEKIN,BURDEKIN SHIRE,Website build/upgrades,5000
BBAS202393,Business Basics Round 2,Energy Answers Pty Ltd,HILL,TABLELANDS REGIONAL,Professional business advice,5000
BBAS202396,Business Basics Round 2,Focus Electrical & Solar,HINCHINBROOK,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202397,Business Basics Round 2,Benjamin Edward Sinclair Perry,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS202402,Business Basics Round 2,Bonny Cakes,MACKAY,MACKAY REGIONAL,Business continuity and succession,5000
BBAS202405,Business Basics Round 2,BB and Y PTY LTD Trading as Recovery Lab Townsville,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS202407,Business Basics Round 2,Herd XL,GREGORY,BARCOO SHIRE,Website build/upgrades,5000
BBAS202408,Business Basics Round 2,Lilah and Rose,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS202409,Business Basics Round 2,Beautiful Brides  -  t/a Weddings and Events NQ,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202417,Business Basics Round 2,SCULPT Pilates Studio,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS202418,Business Basics Round 2,Harry's Corner Cafe,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS202422,Business Basics Round 2,Pain In The Glass,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS202424,Business Basics Round 2,Peak Hearing Pty Ltd,BURDEKIN,ISAAC REGIONAL,Website build/upgrades,5000
BBAS202427,Business Basics Round 2,Cape Trib Connections,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202430,Business Basics Round 2,Bayside Cleaning & Care Services,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202431,Business Basics Round 2,Green Jelly Bean Diabetes,CAIRNS,CAIRNS REGIONAL,Business continuity and succession,5000
BBAS202435,Business Basics Round 2,TRF-FIC Ideas Company P/L,GLADSTONE,GLADSTONE REGIONAL,Training and coaching,5000
BBAS202436,Business Basics Round 2,Goodwood Produce,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202437,Business Basics Round 2,Gumnut Glow,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS202438,Business Basics Round 2,Waste and Environment,MULGRAVE,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202440,Business Basics Round 2,AD Electrical & Air Conditioning,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202454,Business Basics Round 2,Bonita Connolly Occupational Therapist,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS202463,Business Basics Round 2,Concise X Training,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS202466,Business Basics Round 2,THRIFTY BOOKKEEPING,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS202467,Business Basics Round 2,Saurus Constructions PTY LTD,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS202470,Business Basics Round 2,Portland Roads Out of the Blue Cafe,COOK,COOK SHIRE,Website build/upgrades,5000
BBAS202473,Business Basics Round 2,Ida Portella Business & Travel Services,COOK,MAREEBA SHIRE,Business continuity and succession,5000
BBAS202481,Business Basics Round 2,Gympie Roadskills Driver and Rider Training - MR and JM Phillips,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS202483,Business Basics Round 2,Jenny Furini,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS202487,Business Basics Round 2,Tia Gostelow Pty Ltd T/A Lovely Records,MIRANI,MACKAY REGIONAL,Strategic marketing services,5000
BBAS202493,Business Basics Round 2,IITC Industrious IT Corporation Pty Ltd,MARYBOROUGH,FRASER COAST REGIONAL,Business continuity and succession,5000
BBAS202508,Business Basics Round 2,The SK Trust T/A Krystal Clear Constructions,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS202516,Business Basics Round 2,Kasper Solutions Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202517,Business Basics Round 2,Sword and Shield Boxing Club,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS202521,Business Basics Round 2,Avoca Cosmetology,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
