Application ID,Project Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS103309,Business Basics Round 1,Chilloomba Chillies,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS103310,Business Basics Round 1,Karisue Pty Ltd ATF Karnez Trust trading as Building Resilient Kids,COOPER,BRISBANE CITY,Professional business advice,5000
BBAS103315,Business Basics Round 1,Zanthii Communications,BROADWATER,GOLD COAST CITY,Website build/upgrades,5000
BBAS103316,Business Basics Round 1,The Trustee for Holbeck Trading Trust,REDLANDS,REDLAND CITY,Website build/upgrades,5000
BBAS103318,Business Basics Round 1,DIMMOUR PTY LTD,OODGEROO,REDLAND CITY,Strategic marketing services,5000
BBAS103320,Business Basics Round 1,Access Offshoring Pty Ltd,MAIWAR,BRISBANE CITY,Strategic marketing services,5000
BBAS103321,Business Basics Round 1,Lee Anne Nails & Beauty Springfield,JORDAN,IPSWICH CITY,Training and coaching,5000
BBAS103322,Business Basics Round 1,Drexel Finance Trust,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS103324,Business Basics Round 1,High Tide Coffee Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS103325,Business Basics Round 1,Prestige Accounting Pty Ltd,NINDERRY,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS103329,Business Basics Round 1,Top Finance,TOOHEY,BRISBANE CITY,Website build/upgrades,5000
BBAS103331,Business Basics Round 1,I AM Group Holdings Pty Ltd,CAPALABA,REDLAND CITY,Training and coaching,5000
BBAS103332,Business Basics Round 1,iKnowa Pty Ltd,TOOHEY,BRISBANE CITY,Strategic marketing services,5000
BBAS103333,Business Basics Round 1,Collective Logistics,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103334,Business Basics Round 1,AVURI LAWYERS PTY LTD ACN 607 243 461,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS103337,Business Basics Round 1,Identity Computing Pty Ltd,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS103338,Business Basics Round 1,Crestgear Pty Ltd,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS103340,Business Basics Round 1,NEON POWER AUSTRALIA,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS103343,Business Basics Round 1,Automatic Entry Specialists,COOMERA,GOLD COAST CITY,Professional business advice,5000
BBAS103347,Business Basics Round 1,Sleep for Kids Pty Ltd,MOGGILL,BRISBANE CITY,Strategic marketing services,5000
BBAS103352,Business Basics Round 1,Peppermint Legal,PUMICESTONE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS103357,Business Basics Round 1,Gilmore Family Trust,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS103358,Business Basics Round 1,Hargraves Family Trust T/A Best Business Coach,BROADWATER,GOLD COAST CITY,Strategic marketing services,5000
BBAS103360,Business Basics Round 1,JR Media Consulting,EVERTON,BRISBANE CITY,Training and coaching,5000
BBAS103361,Business Basics Round 1,(dba) Viva! Health At Work (subsidiary of L'Amour Yoga Insititute Pty Ltd),MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS103362,Business Basics Round 1,Warren and Suzanne Smith,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS103368,Business Basics Round 1,Belrich Property Group,REDCLIFFE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS103377,Business Basics Round 1,Lloyd Smith Consultancy Pty Ltd,MACALISTER,LOGAN CITY,Training and coaching,5000
BBAS103380,Business Basics Round 1,Chocolate Graphics Australia Pty Ltd,BONNEY,GOLD COAST CITY,Website build/upgrades,5000
BBAS103383,Business Basics Round 1,HSB Business Solutions Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS103384,Business Basics Round 1,Ground Rules Coffee,PINE RIVERS,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS103387,Business Basics Round 1,Silque Eyelash Extensions,MORAYFIELD,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS103391,Business Basics Round 1,The Trustee For Always Love Family Trust,WATERFORD,LOGAN CITY,Website build/upgrades,5000
BBAS103394,Business Basics Round 1,Valiente Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS103395,Business Basics Round 1,Digigo International Pty Ltd,MUDGEERABA,GOLD COAST CITY,Website build/upgrades,5000
BBAS103402,Business Basics Round 1,Scandiluxe,LYTTON,BRISBANE CITY,Website build/upgrades,5000
BBAS103407,Business Basics Round 1,Toolspace Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS103411,Business Basics Round 1,Bella Security Screen System,LYTTON,BRISBANE CITY,Website build/upgrades,5000
BBAS103414,Business Basics Round 1,Innovate Media,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103416,Business Basics Round 1,Elevate SMEs Pty Ltd,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS103419,Business Basics Round 1,CSM AUST PTY LTD,SOUTH BRISBANE,BRISBANE CITY,Professional business advice,5000
BBAS103425,Business Basics Round 1,PetScripts Pty Ltd,NINDERRY,SUNSHINE COAST REGIONAL,Professional business advice,5000
BBAS103428,Business Basics Round 1,Savannah Guides Limited,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS103429,Business Basics Round 1,ConnectedLE,MAIWAR,BRISBANE CITY,Website build/upgrades,5000
BBAS103430,Business Basics Round 1,Quinci Living,CLAYFIELD,BRISBANE CITY,Training and coaching,5000
BBAS103431,Business Basics Round 1,Dimension3 Technology Pty Ltd,OODGEROO,REDLAND CITY,Strategic marketing services,5000
BBAS103432,Business Basics Round 1,Mei Yang (Tsuki Patisserie),MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS103436,Business Basics Round 1,Sleepy Sundays PTY LTD  The Trustee for The Sleepy Sundays Unit Trust,LYTTON,BRISBANE CITY,Training and coaching,5000
BBAS103440,Business Basics Round 1,Movement 4 Company,SOUTH BRISBANE,BRISBANE CITY,Website build/upgrades,5000
BBAS103456,Business Basics Round 1,Gail Sorronda,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS103458,Business Basics Round 1,Prime Precision Painting Pty Ltd,COOMERA,GOLD COAST CITY,Website build/upgrades,5000
BBAS103459,Business Basics Round 1,KN Writing,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS103461,Business Basics Round 1,Maralytics,MERMAID BEACH,GOLD COAST CITY,Strategic marketing services,5000
BBAS103462,Business Basics Round 1,Autoclaves QLD,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS103466,Business Basics Round 1,PENDLE CONTRACTING PTY LTD,MOGGILL,BRISBANE CITY,Strategic marketing services,5000
BBAS103467,Business Basics Round 1,RM Squared P/L,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS103469,Business Basics Round 1,Risk Insights Pty. Ltd.,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS103471,Business Basics Round 1,Rejuvenators Health Group Pty Ltd,ASPLEY,BRISBANE CITY,Strategic marketing services,5000
BBAS103472,Business Basics Round 1,1770 Liquid Adventures,BURNETT,GLADSTONE REGIONAL,Strategic marketing services,5000
BBAS103479,Business Basics Round 1,Active Edge Fitness,GREENSLOPES,BRISBANE CITY,Strategic marketing services,5000
BBAS103480,Business Basics Round 1,Distinction Fitness Trust ATF 24 Fit Qld Pty Ltd,SANDGATE,BRISBANE CITY,Professional business advice,5000
BBAS103482,Business Basics Round 1,Specialised Transport Australia Pty ltd,LOCKYER,LOCKYER VALLEY REGIONAL,Professional business advice,5000
BBAS103483,Business Basics Round 1,GLITTER MUSIC AND ARTS PTY LTD / BOW TIE SOFTEE,STRETTON,BRISBANE CITY,Website build/upgrades,5000
BBAS103495,Business Basics Round 1,JNS COLLECTIVE PTY LTD,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS103497,Business Basics Round 1,Blast Ability International,MOUNT OMMANEY,BRISBANE CITY,Training and coaching,5000
BBAS103501,Business Basics Round 1,Happiness Lifestyle,NICKLIN,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS103503,Business Basics Round 1,Metal Masterpieces,GYMPIE,GYMPIE REGIONAL,Professional business advice,5000
BBAS103504,Business Basics Round 1,Kensington Holdings (Aust) P/L Trading as Peak Physique Hot Yoga,STRETTON,BRISBANE CITY,Training and coaching,5000
BBAS103508,Business Basics Round 1,The Trustee for CRE8R Trust,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103509,Business Basics Round 1,The Trustee for Lower Property Management Trust t/as Q State Properties,SCENIC RIM,SCENIC RIM REGIONAL,Strategic marketing services,5000
BBAS103522,Business Basics Round 1,Fits All FInance Pty Ltd,HERVEY BAY,FRASER COAST REGIONAL,Training and coaching,5000
BBAS103524,Business Basics Round 1,Campus View Apartments,IPSWICH,IPSWICH CITY,Training and coaching,5000
BBAS103526,Business Basics Round 1,Practool Products,CONDAMINE,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS103529,Business Basics Round 1,Little Archer & Co.,CALOUNDRA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103530,Business Basics Round 1,ADMEG Investments T/As Glitter Girl,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103538,Business Basics Round 1,Equity HR Pty Ltd,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS103548,Business Basics Round 1,FC Immigration,COOPER,BRISBANE CITY,Strategic marketing services,5000
BBAS103550,Business Basics Round 1,Empower Digital,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Training and coaching,5000
BBAS103551,Business Basics Round 1,Dean Agar Photography,BULIMBA,BRISBANE CITY,Training and coaching,5000
BBAS103554,Business Basics Round 1,Champers Rolls-Royce & Classic Car Hire,NINDERRY,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS103556,Business Basics Round 1,About The Arch,NUDGEE,BRISBANE CITY,Training and coaching,5000
BBAS103559,Business Basics Round 1,Pwron Pty Ltd,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS103562,Business Basics Round 1,Hairresistible,CAIRNS,CAIRNS REGIONAL,Business continuity and succession,5000
BBAS103566,Business Basics Round 1,Johmar Pty Ltd atf Ricky & Angela Mark Family Trust,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS103570,Business Basics Round 1,Optimum Training Services,REDLANDS,REDLAND CITY,Website build/upgrades,5000
BBAS103579,Business Basics Round 1,Crystal Austin Nutrition,MERMAID BEACH,GOLD COAST CITY,Training and coaching,5000
BBAS103582,Business Basics Round 1,Caloundra West Customs Pty Ltd,KAWANA,SUNSHINE COAST REGIONAL,Business continuity and succession,5000
BBAS103584,Business Basics Round 1,The George Lam Family Trust Trading As Start Creative,SPRINGWOOD,LOGAN CITY,Training and coaching,5000
BBAS103586,Business Basics Round 1,Resource Hub Consulting,MILLER,BRISBANE CITY,Website build/upgrades,5000
BBAS103587,Business Basics Round 1,Body Sculpt Clinic,MAROOCHYDORE,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103589,Business Basics Round 1,Evocativ Design pty Ltd,BROADWATER,GOLD COAST CITY,Training and coaching,5000
BBAS103590,Business Basics Round 1,Green Start Property Pty Ltd,GAVEN,GOLD COAST CITY,Training and coaching,5000
BBAS103591,Business Basics Round 1,Vita Dolce Y PTY LTD,NUDGEE,BRISBANE CITY,Website build/upgrades,5000
BBAS103593,Business Basics Round 1,Flexible Financial Solutions Pty Ltd,SOUTHPORT,GOLD COAST CITY,Strategic marketing services,5000
BBAS103596,Business Basics Round 1,Martin Renaud (trading as Live Video Events),MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103599,Business Basics Round 1,builder connection pty ltd,STRETTON,BRISBANE CITY,Website build/upgrades,5000
BBAS103601,Business Basics Round 1,Jessica Larsen (sole trader) trading as 'Hello Wordsmith',CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS103607,Business Basics Round 1,Aussie Tewantin,NOOSA,NOOSA SHIRE,Training and coaching,5000
BBAS103608,Business Basics Round 1,Little Branch,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS103609,Business Basics Round 1,bro fix phones,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS103611,Business Basics Round 1,B & K Milner Enterprises,NINDERRY,SUNSHINE COAST REGIONAL,Training and coaching,5000
BBAS103612,Business Basics Round 1,CableQuip Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS103613,Business Basics Round 1,RE Family Trust trading as Apple Blossom Cottages,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS103619,Business Basics Round 1,Action Air Conditioning,SOUTHPORT,GOLD COAST CITY,Website build/upgrades,5000
BBAS103624,Business Basics Round 1,Philadelphia Marketing Services t/as BTSQ,MORAYFIELD,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS103628,Business Basics Round 1,HS ACCOUNTING & BUSINESS SERVICES PTY LTD,MOGGILL,BRISBANE CITY,Website build/upgrades,5000
BBAS103630,Business Basics Round 1,Gunk Off Skincare Pty Ltd.,KAWANA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103638,Business Basics Round 1,Brisbane Event Lighting,BANCROFT,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS103641,Business Basics Round 1,Jacqueline Jeavons,BULIMBA,BRISBANE CITY,Strategic marketing services,5000
BBAS103642,Business Basics Round 1,The K Faktor,MERMAID BEACH,GOLD COAST CITY,Training and coaching,5000
BBAS103646,Business Basics Round 1,Health Industry Employment Services Pty Ltd,MANSFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS103648,Business Basics Round 1,Alpha Wraps,COOMERA,GOLD COAST CITY,Website build/upgrades,5000
BBAS103652,Business Basics Round 1,dr epoxy pty ltd,MUDGEERABA,GOLD COAST CITY,Strategic marketing services,5000
BBAS103655,Business Basics Round 1,Jackson Creative,NOOSA,NOOSA SHIRE,Website build/upgrades,5000
BBAS103656,Business Basics Round 1,Foenander Investment Trust,MOUNT OMMANEY,BRISBANE CITY,Training and coaching,5000
BBAS103657,Business Basics Round 1,BETTER FOR YOU BAKEHOUSE,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS103659,Business Basics Round 1,Synergy Property Group Australia Pty Ltd,BROADWATER,GOLD COAST CITY,Website build/upgrades,5000
BBAS103661,Business Basics Round 1,Kids in Harmony,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS103663,Business Basics Round 1,Large Hope,NICKLIN,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS103664,Business Basics Round 1,The Trustee for the Bond Family Trust,MOUNT OMMANEY,BRISBANE CITY,Strategic marketing services,5000
BBAS103672,Business Basics Round 1,Bombs Away Pools,BURLEIGH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103676,Business Basics Round 1,Australian Pool Fencing Inspections,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103677,Business Basics Round 1,Sharon Leigh Innovative Media,BUDERIM,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103678,Business Basics Round 1,CONNECT 5 MEDIA,MILLER,BRISBANE CITY,Strategic marketing services,5000
BBAS103681,Business Basics Round 1,Earth Electric Services Pty Ltd,NOOSA,NOOSA SHIRE,Strategic marketing services,5000
BBAS103694,Business Basics Round 1,JRM Trading Group Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS103695,Business Basics Round 1,Cornerstone Sustainability Pty Ltd,LOCKYER,LOCKYER VALLEY REGIONAL,Website build/upgrades,5000
BBAS103697,Business Basics Round 1,Cococino pty ltd,MUDGEERABA,GOLD COAST CITY,Strategic marketing services,5000
BBAS103699,Business Basics Round 1,The Trustee for Madelaine Family Trust,BONNEY,GOLD COAST CITY,Website build/upgrades,5000
BBAS103700,Business Basics Round 1,Cloudwalker Creative Pty Ltd,CALOUNDRA,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103701,Business Basics Round 1,ANNA LOWE TRAVEL,GREENSLOPES,BRISBANE CITY,Website build/upgrades,5000
BBAS103702,Business Basics Round 1,UEM Wealth Pty Ltd,OODGEROO,REDLAND CITY,Website build/upgrades,5000
BBAS103704,Business Basics Round 1,James Window and Exterior House care Helensvale And Surrounding Ares,THEODORE,GOLD COAST CITY,Professional business advice,5000
BBAS103705,Business Basics Round 1,Psychic Readings by Sarah,GAVEN,GOLD COAST CITY,Website build/upgrades,5000
BBAS103709,Business Basics Round 1,Smart Reports Solutions,MOUNT OMMANEY,BRISBANE CITY,Training and coaching,5000
BBAS103714,Business Basics Round 1,Integral Bookkeeping and Business Solutions,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS103716,Business Basics Round 1,Avecco Pty Ltd,BULIMBA,BRISBANE CITY,Website build/upgrades,5000
BBAS103721,Business Basics Round 1,Edge. Small Business Consulting,EVERTON,MORETON BAY REGIONAL,Professional business advice,5000
BBAS103724,Business Basics Round 1,Square Pegs Consulting - Katherine Elliott,COOPER,BRISBANE CITY,Website build/upgrades,5000
BBAS103725,Business Basics Round 1,Heidis Herbal Remedies,LYTTON,BRISBANE CITY,Strategic marketing services,5000
BBAS103726,Business Basics Round 1,Tan Media,JORDAN,IPSWICH CITY,Strategic marketing services,5000
BBAS103729,Business Basics Round 1,Dragon Syrup Pty Ltd,EVERTON,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS103730,Business Basics Round 1,Adapting Behaviour,FERNY GROVE,BRISBANE CITY,Strategic marketing services,5000
BBAS103735,Business Basics Round 1,The Little Sage Pty Ltd,GREENSLOPES,BRISBANE CITY,Professional business advice,5000
BBAS103737,Business Basics Round 1,Wildplay Flora Pty Ltd,MCCONNEL,BRISBANE CITY,Strategic marketing services,5000
BBAS103743,Business Basics Round 1,Worimi Collective,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103745,Business Basics Round 1,The Petal Prop Co,CURRUMBIN,GOLD COAST CITY,Website build/upgrades,5000
BBAS103747,Business Basics Round 1,Ace Hodgkinson,NANANGO,TOOWOOMBA REGIONAL,Professional business advice,5000
BBAS103750,Business Basics Round 1,David Martin Soden-Taylor,KAWANA,SUNSHINE COAST REGIONAL,Strategic marketing services,5000
BBAS103755,Business Basics Round 1,Discipline Fitness Coach,ALGESTER,LOGAN CITY,Website build/upgrades,5000
BBAS103756,Business Basics Round 1,Raiti Pty Ltd,MCCONNEL,BRISBANE CITY,Website build/upgrades,5000
BBAS103758,Business Basics Round 1,ArtsMedia Consultants,GLASS HOUSE,MORETON BAY REGIONAL,Strategic marketing services,5000
BBAS103760,Business Basics Round 1,Watson's Plumbing and Gas,TOOWOOMBA SOUTH,TOOWOOMBA REGIONAL,Website build/upgrades,5000
BBAS103764,Business Basics Round 1,Capitalised Opportunities T/A Aligned Strategies,GREENSLOPES,BRISBANE CITY,Training and coaching,5000
BBAS103766,Business Basics Round 1,Disability Lifepath Navigator (for families and support networks),MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS103767,Business Basics Round 1,Kell's Kitchen and Brew Bar,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS103768,Business Basics Round 1,Max In Tax,SURFERS PARADISE,GOLD COAST CITY,Strategic marketing services,5000
BBAS103769,Business Basics Round 1,Walton Business Trust trading as Elise Gow Designs,BUDERIM,SUNSHINE COAST REGIONAL,Professional business advice,5000
BBAS103770,Business Basics Round 1,Siya's Heaven Hair & Beauty,STRETTON,BRISBANE CITY,Professional business advice,5000
BBAS103771,Business Basics Round 1,COFFEE TRADERS,REDLANDS,REDLAND CITY,Professional business advice,5000
BBAS103772,Business Basics Round 1,The School of Attraction,MERMAID BEACH,GOLD COAST CITY,Website build/upgrades,5000
BBAS103775,Business Basics Round 1,Danielle Bel-Saunders Bookkeeping,CURRUMBIN,GOLD COAST CITY,Professional business advice,5000
BBAS103777,Business Basics Round 1,Suru Careers,CLAYFIELD,BRISBANE CITY,Website build/upgrades,5000
BBAS103778,Business Basics Round 1,Anita Bradley at Leading Realty,BUDERIM,SUNSHINE COAST REGIONAL,Website build/upgrades,5000
BBAS103784,Business Basics Round 1,Digsfish Services Pty Ltd,PUMICESTONE,MORETON BAY REGIONAL,Website build/upgrades,5000
BBAS103786,Business Basics Round 1,Alto Accounting & Advisory Pty Ltd,SOUTHPORT,GOLD COAST CITY,Strategic marketing services,5000
BBAS103799,Business Basics Round 1,Express2fun Pty Ltd,IPSWICH WEST,IPSWICH CITY,Strategic marketing services,5000
BBAS103801,Business Basics Round 1,IT Consulting but looking to expand into gut health,MCCONNEL,BRISBANE CITY,Professional business advice,5000
BBAS103814,Business Basics Round 1,Luemo Workplace Wellbeing,MCCONNEL,BRISBANE CITY,Training and coaching,5000
BBAS103817,Business Basics Round 1,Lead Creative,IPSWICH,IPSWICH CITY,Website build/upgrades,5000
